waktu,filtering,tweets,polarity_score,polarity
2022-06-01 05:44:17,"['bserka', 'joko', 'waliman', 'laksana', 'giatxcxa', 'patroli', 'gabung', 'polsek', 'sukodono', 'rangkaxcxa', 'laksana', 'ppkm', 'levelxexxa']",bserka joko waliman laksana giatxcxa patroli gabung polsek sukodono rangkaxcxa laksana ppkm levelxexxa,-3,0
2022-06-01 05:00:18,"['bsertu', 'fredy', 'anggota', 'koramil', 'nguter', 'satgas', 'covid', 'kecnguter', 'laksana', 'operasi', 'yustisi', 'ppkm', 'level', 'iixexxa']",bsertu fredy anggota koramil nguter satgas covid kecnguter laksana operasi yustisi ppkm level iixexxa,-2,0
2022-06-01 04:27:21,"['bcfd', 'bandung', 'gelar', 'syarat', 'ppkm', 'level']",bcfd bandung gelar syarat ppkm level,1,1
2022-06-01 04:26:48,"['brabu', 'juni', 'pkl', 'sd', 'wib', 'wilkum', 'kalibawang', 'anggota', 'polsek', 'kalibawang', 'pimpin', 'pawas', 'iptuxexxa']",brabu juni pkl sd wib wilkum kalibawang anggota polsek kalibawang pimpin pawas iptuxexxa,-3,0
2022-06-01 04:26:22,"['blo', 'bingung', 'ppkm', 'alias', 'planga', 'plongo', 'kayak', 'monyet']",blo bingung ppkm alias planga plongo kayak monyet,-6,0
2022-06-01 04:22:04,"['bgolekkencana', 'nnstop', 'kopitisasinstop', 'plangdemitisasi', 'nstop', 'ppkm', 'prxexxa']",bgolekkencana nnstop kopitisasinstop plangdemitisasi nstop ppkm prxexxa,0,1
2022-06-01 04:19:47,"['bpasuruan', 'pekan', 'terap', 'ppkm', 'level', 'kota', 'pasuruan', 'ppkm', 'level', 'xcxanxexxa']",bpasuruan pekan terap ppkm level kota pasuruan ppkm level xcxanxexxa,-1,0
2022-06-01 04:16:51,"['ojk', 'ppkm', 'temenan', 'anjing', 'culik', 'orangxfxfxx']",ojk ppkm temenan anjing culik orangxfxfxx,-6,0
2022-06-01 04:05:14,"['bkebijakan', 'longgar', 'masker', 'ppkm', 'atur', 'inhendagri', 'infrastruktur', 'indonesia', 'hebat']",bkebijakan longgar masker ppkm atur inhendagri infrastruktur indonesia hebat,3,1
2022-06-01 03:21:20,"['ppkm', 'coba', 'mastiin', 'posisi', 'aman', 'klu', 'ongxexxa']",ppkm coba mastiin posisi aman klu ongxexxa,1,1
2022-06-01 03:09:24,"['ppkm', 'jakarta', 'lvl', 'vaksin', 'apresiasi', 'parxexxa']",ppkm jakarta lvl vaksin apresiasi parxexxa,0,1
2022-06-01 02:53:23,"['bppkm', 'jakarta', 'lvl', 'vaksin', 'apresiasi', 'driver', 'tip', 'kastamer', 'ajxexxa']",bppkm jakarta lvl vaksin apresiasi driver tip kastamer ajxexxa,1,1
2022-06-01 02:46:01,"['bpada', 'rabu', 'tanggal', 'pkl', 'wib', 'sd', 'selesaianggota', 'koramil', 'kalijambe', 'laksana', 'patroli', 'gabuxexxa']",bpada rabu tanggal pkl wib sd selesaianggota koramil kalijambe laksana patroli gabuxexxa,-2,0
2022-06-01 02:45:53,"['waktu', 'ppkm', 'mcd', 'sen', 'didlm', 'makan', 'jam', 'masnyaxexxa']",waktu ppkm mcd sen didlm makan jam masnyaxexxa,0,1
2022-06-01 02:39:00,"['kota', 'jakarta', 'pasuk', 'batas', 'giat', 'masyarakat', 'ppkm', 'level', 'hitung', 'mei', 'juni', 'xexxa']",kota jakarta pasuk batas giat masyarakat ppkm level hitung mei juni xexxa,-4,0
2022-06-01 02:37:42,"['babinsa', 'koramil', 'boyolali', 'pimpin', 'babinsa', 'kebonbimo', 'serka', 'nurhadaini', 'polsek', 'camat', 'boyolaxexxa']",babinsa koramil boyolali pimpin babinsa kebonbimo serka nurhadaini polsek camat boyolaxexxa,0,1
2022-06-01 02:37:28,"['bmanrulu', 'serba', 'batas', 'pandemi', 'covid', 'tahun', 'temu', 'publik', 'kehadiranxexxa']",bmanrulu serba batas pandemi covid tahun temu publik kehadiranxexxa,-6,0
2022-06-01 02:36:58,"['bkebijakan', 'longgar', 'masker', 'ppkm', 'atur', 'inmendagrinninfrastruktur', 'indonesia', 'hebat']",bkebijakan longgar masker ppkm atur inmendagrinninfrastruktur indonesia hebat,3,1
2022-06-01 02:35:35,"['bkirain', 'ppkm', 'kmu', 'manpir']",bkirain ppkm kmu manpir,0,1
2022-06-01 02:30:43,"['albanten', 'provokator', 'perintah', 'sendiriyg', 'nakutin', 'rakyat', 'mandatory', 'vaksixexxa']",albanten provokator perintah sendiriyg nakutin rakyat mandatory vaksixexxa,0,1
2022-06-01 02:16:33,"['bkebijakan', 'longgar', 'masker', 'ppkm', 'atur', 'inmendagrininfrastruktur', 'indonesia', 'hebat']",bkebijakan longgar masker ppkm atur inmendagrininfrastruktur indonesia hebat,3,1
2022-06-01 01:59:42,"['bppkm', 'kabupaten', 'kuta', 'kartanegara', 'level', 'nnberdasarkan', 'instruksi', 'menteri', 'negeri', 'nomor', 'tahun']",bppkm kabupaten kuta kartanegara level nnberdasarkan instruksi menteri negeri nomor tahun,-3,0
2022-06-01 01:56:06,"['bkebijakan', 'longgar', 'ppkm', 'atur', 'inmendagrininfrastruktur', 'indonesia', 'hebat']",bkebijakan longgar ppkm atur inmendagrininfrastruktur indonesia hebat,3,1
2022-06-01 01:52:44,"['latih', 'tingkat', 'kapasitas', 'mandirippkm', 'tenaga', 'damping', 'profesional', 'kabupaten', 'pasuruan']",latih tingkat kapasitas mandirippkm tenaga damping profesional kabupaten pasuruan,9,1
2022-06-01 01:36:30,"['bppkm', 'berakhirnsemoga', 'kunjung', 'rumah', 'mampir']",bppkm berakhirnsemoga kunjung rumah mampir,-1,0
2022-06-01 01:34:28,"['bidic', 'sarat', 'warga', 'negara', 'indonesian', 'daftar', 'bpjs', 'ketenagakerjaann', 'gaji', 'maksimum', 'jutan', 'wilayahxexxa']",bidic sarat warga negara indonesian daftar bpjs ketenagakerjaann gaji maksimum jutan wilayahxexxa,-2,0
2022-06-01 01:34:27,"['banggota', 'koramil', 'karangpandan', 'satpol', 'pulang pergi', 'camat', 'karangpandan', 'laksana', 'patroli', 'ppkm', 'pasar', 'karangpandaxexxa']",banggota koramil karangpandan satpol pulang pergi camat karangpandan laksana patroli ppkm pasar karangpandaxexxa,2,1
2022-06-01 01:17:43,"['bbhabinkamtibmas', 'polsek', 'banjarharjo', 'sambang', 'ppkm', 'ndesa', 'karangmajanbhabinkamtibmas', 'polsek', 'banjarharjo', 'bripka', 'trisno', 'mxexxa']",bbhabinkamtibmas polsek banjarharjo sambang ppkm ndesa karangmajanbhabinkamtibmas polsek banjarharjo bripka trisno mxexxa,2,1
2022-06-01 01:08:27,"['bpukul', 'sd', 'wib', 'babinsa', 'koramil', 'juwangi', 'laksana', 'giat', 'edukasi', 'prokes', 'laksana', 'ppkm', 'levxexxa']",bpukul sd wib babinsa koramil juwangi laksana giat edukasi prokes laksana ppkm levxexxa,0,1
2022-06-01 01:07:59,"['bgtv', 'layan', 'mobilitas', 'tumbuh', 'yoy', 'pulih', 'banding', 'kondisi', 'prapandemi', 'iring', 'longgar', 'ppkm']",bgtv layan mobilitas tumbuh yoy pulih banding kondisi prapandemi iring longgar ppkm,3,1
2022-06-01 01:05:23,"['banggota', 'koramil', 'karangpandan', 'laksana', 'patroli', 'ppkm', 'pasar', 'karangpandan', 'giat', 'maskerxexxa']",banggota koramil karangpandan laksana patroli ppkm pasar karangpandan giat maskerxexxa,2,1
2022-06-01 01:00:54,"['bmenfess', 'langgar', 'ppkm', 'bar']",bmenfess langgar ppkm bar,0,1
2022-06-01 00:52:44,"['bmenfess', 'malu', 'ppkm', 'kemarin']",bmenfess malu ppkm kemarin,-2,0
2022-06-01 00:50:55,"['bkepala', 'stasiun', 'tunggu', 'jgja', 'tinggal', 'goa', 'laen', 'ppkm', 'level', 'di sana', 'wajib', 'double', 'mask', 'anj']",bkepala stasiun tunggu jgja tinggal goa laen ppkm level di sana wajib double mask anj,-5,0
2022-06-01 00:50:39,"['bn', 'nnstop', 'kopitisasinstop', 'plangdemitisasi', 'nstop', 'ppkmxexxa']",bn nnstop kopitisasinstop plangdemitisasi nstop ppkmxexxa,0,1
2022-06-01 00:37:57,"['bserba', 'batas', 'pandemi', 'covid', 'tahun', 'temu', 'publik', 'kehadxexxa']",bserba batas pandemi covid tahun temu publik kehadxexxa,-6,0
2022-06-01 00:30:18,"['bppkm', 'kota', 'bandung', 'level', 'batas']",bppkm kota bandung level batas,-5,0
2022-06-01 00:09:23,"['alngibul', 'sajasih', 'dikte', 'asingnegara', 'merdeka', 'dijajahxexxa']",alngibul sajasih dikte asingnegara merdeka dijajahxexxa,3,1
2022-06-01 00:07:39,"['bmasih', 'usum', 'ppkm']",bmasih usum ppkm,0,1
2022-05-31 23:10:41,"['bmasih', 'ppkm', 'level', 'perintah kota', 'bandung', 'kaji', 'peluang', 'stadion', 'gbla', 'gelar', 'tanding', 'pramusimn']",bmasih ppkm level perintah kota bandung kaji peluang stadion gbla gelar tanding pramusimn,7,1
2022-05-31 23:10:08,"['bmay', 'photo', 'dumpnpernah', 'impulsif', 'potong', 'rambut', 'jam', 'pagi', 'rangka', 'raya', 'ppkm', 'selesai']",bmay photo dumpnpernah impulsif potong rambut jam pagi rangka raya ppkm selesai,3,1
2022-05-31 22:31:37,"['bipda', 'hendra', 'pimpin', 'giat', 'cipta', 'kondisi', 'gabung', 'rangka', 'terap', 'batas', 'giat', 'masyarakat', 'ppkxexxa']",bipda hendra pimpin giat cipta kondisi gabung rangka terap batas giat masyarakat ppkxexxa,-8,0
2022-05-31 22:17:23,"['jaman', 'ppkm', 'banget', 'mekdi', 'bxexxa']",jaman ppkm banget mekdi bxexxa,-2,0
2022-05-31 20:56:55,"['bkenapa', 'ppkm', 'henti', 'nnrental', 'mobil', 'pulih', 'indonesia']",bkenapa ppkm henti nnrental mobil pulih indonesia,-3,0
2022-05-31 19:43:56,"['satgas', 'covid', 'bandung', 'konser', 'kahitna', 'langgar', 'atur', 'ppkm']",satgas covid bandung konser kahitna langgar atur ppkm,-1,0
2022-05-31 19:31:05,"['tahun', 'bohong', 'ppkmn', 'tahun', 'bohong', 'alat', 'tesn', 'tahun', 'bohong', 'maskern', 'tahun', 'bohong', 'app', 'lin', 'tahun', 'kebohongxexxa']",tahun bohong ppkmn tahun bohong alat tesn tahun bohong maskern tahun bohong app lin tahun kebohongxexxa,-20,0
2022-05-31 19:16:18,"['basmara', 'jakarta', 'ppkm', 'level', 'anies', 'kantor', 'sektor', 'nonesensial', 'wfo', 'nnalhamdulillah', 'normalxexxa']",basmara jakarta ppkm level anies kantor sektor nonesensial wfo nnalhamdulillah normalxexxa,0,1
2022-05-31 17:39:52,"['wamenkes', 'harap', 'ppkm', 'jawa', 'bal', 'jawa', 'bal', 'cabut', 'waktu', 'agustus', 'xexxa']",wamenkes harap ppkm jawa bal jawa bal cabut waktu agustus xexxa,-5,0
2022-05-31 17:38:42,"['sibuk', 'ppkm', 'tes', 'wajib', 'paksa', 'gantung', 'narkotika psikotropika dan obat larang', 'manfaatnyannsaat', 'melixexxa']",sibuk ppkm tes wajib paksa gantung narkotika psikotropika dan obat larang manfaatnyannsaat melixexxa,-12,0
2022-05-31 17:36:28,"['tom', 'cowan', 'virus', 'sarscov', 'virus', 'rekayasa', 'konfirmasi', 'laboratorium', 'varian', 'tidakxexxa']",tom cowan virus sarscov virus rekayasa konfirmasi laboratorium varian tidakxexxa,-1,0
2022-05-31 17:30:34,"['banda', 'sibuk', 'ppkm', 'tes', 'wajib', 'paksa', 'gantung', 'narkotika psikotropika dan obat larang', 'manfaatnyannsaat', 'adaxexxa']",banda sibuk ppkm tes wajib paksa gantung narkotika psikotropika dan obat larang manfaatnyannsaat adaxexxa,-12,0
2022-05-31 17:17:42,"['wamenkes', 'harap', 'ppkm', 'setop', 'agustus']",wamenkes harap ppkm setop agustus,0,1
2022-05-31 16:53:45,"['bapa', 'jakarta', 'ppkm', 'level']",bapa jakarta ppkm level,3,1
2022-05-31 16:47:27,"['eaaa', 'ppkm', 'naek', 'level']",eaaa ppkm naek level,0,1
2022-05-31 16:42:50,"['balas', 'ppkm', 'nungguin', 'yunabi', 'sadar', 'kayak', 'sebenernya', 'bucin', 'sxexxa']",balas ppkm nungguin yunabi sadar kayak sebenernya bucin sxexxa,-5,0
2022-05-31 16:40:18,"['bwamenkes', 'harap', 'ppkm', 'jawa', 'bal', 'jawa', 'bal', 'cabut', 'waktu', 'terjadixexxa']",bwamenkes harap ppkm jawa bal jawa bal cabut waktu terjadixexxa,-5,0
2022-05-31 16:38:54,"['bpayah', 'anon', 'secreto', 'jam', 'tutup', 'ppkm']",bpayah anon secreto jam tutup ppkm,-2,0
2022-05-31 16:36:27,"['ppkm', 'henti', 'nnrental', 'mobil', 'pulih', 'indonesia']",ppkm henti nnrental mobil pulih indonesia,-3,0
2022-05-31 16:22:55,"['bppkm', 'peluk', 'kim', 'mingyu']",bppkm peluk kim mingyu,-3,0
2022-05-31 16:08:34,"['bsatgas', 'covid', 'bandung', 'kahitna', 'langgar', 'atur', 'ppkm']",bsatgas covid bandung kahitna langgar atur ppkm,-1,0
2022-05-31 16:06:13,"['sumpah', 'kemarin', 'kayak', 'abang', 'jalan', 'kaki', 'sen', 'makananya', 'jam', 'malam', 'kaxexxa']",sumpah kemarin kayak abang jalan kaki sen makananya jam malam kaxexxa,-4,0
2022-05-31 16:02:50,"['bmalam', 'iki', 'club', 'tutup', 'ppkm', 'kalee', 'yoxfxfxaxadxfxfxaxa']",bmalam iki club tutup ppkm kalee yoxfxfxaxadxfxfxaxa,-2,0
2022-05-31 16:00:39,"['bpada', 'transisi', 'intens', 'tani', 'mbah', 'beliau', 'tinggal', 'saatxexxa']",bpada transisi intens tani mbah beliau tinggal saatxexxa,-2,0
2022-04-10 02:10:58,"['power', 'nama', 'wereng', 'panik', 'iya', 'masyarakat', 'demo', 'bijak']",power nama wereng panik iya masyarakat demo bijak,-8,0
2022-04-10 00:36:49,"['bijak', 'tangsel', 'ketat', 'ppkm']",bijak tangsel ketat ppkm,-1,0
2022-04-09 22:34:33,"['melayu', 'sinergi', 'kement']",melayu sinergi kement,0,1
2022-04-09 14:33:41,"['boong', 'atur', 'akal', 'contoh', 'waktu', 'ppkm', 'suami', 'istri', 'mob']",boong atur akal contoh waktu ppkm suami istri mob,-4,0
2022-04-09 13:59:29,"['ngibull', 'lockdown', 'atur', 'wfh', 'ppkm', 'bijak', 'ketat', 'ganjil']",ngibull lockdown atur wfh ppkm bijak ketat ganjil,-4,0
2022-04-09 12:33:40,"['bijak', 'gilakodok', 'kolonial', 'dampak', 'berat', 'rakyat', 'indonesia', 'politi']",bijak gilakodok kolonial dampak berat rakyat indonesia politi,-4,0
2022-04-09 11:57:23,"['nama', 'wereng', 'panik', 'iya', 'masyarakat', 'demo', 'bijak']",nama wereng panik iya masyarakat demo bijak,-8,0
2022-04-09 11:44:34,"['tong', 'minyak', 'goreng', 'langka', 'pertalite', 'bikin', 'bijak', 'anehdan', 'ppkm', 'ber', 'level', 'izin', 'rakyat']",tong minyak goreng langka pertalite bikin bijak anehdan ppkm ber level izin rakyat,-11,0
2022-04-09 10:51:39,"['gen', 'bangkit', 'atur', 'tahun', 'ppkm', 'larang', 'jual', 'siang']",gen bangkit atur tahun ppkm larang jual siang,-7,0
2022-04-09 07:22:23,"['pandemi', 'batas', 'ppkmdll', 'bijak', 'perintah', 'lepas', 'tanggungjawab']",pandemi batas ppkmdll bijak perintah lepas tanggungjawab,-11,0
2022-04-09 05:07:51,"['berkah', 'semangat', 'kerjasama', 'pandemi', 'perintah', 'sigap', 'kebija']",berkah semangat kerjasama pandemi perintah sigap kebija,6,1
2022-04-09 03:29:17,"['informasi', 'tonton', 'bijak', 'ppkm', 'serba', 'batas']",informasi tonton bijak ppkm serba batas,-9,0
2022-04-09 01:12:45,"['rakyat', 'nggabung', 'bijak', 'bijak', 'gila', 'plan', 'demit', 'uang', 'suka', 'du']",rakyat nggabung bijak bijak gila plan demit uang suka du,-2,0
2022-04-09 00:18:54,"['rakyat', 'nggabung', 'bijak', 'bijak', 'gila', 'plan', 'demit', 'duit']",rakyat nggabung bijak bijak gila plan demit duit,-4,0
2022-04-08 22:38:08,"['marzuki', 'share', 'drama', 'alam', 'passport', 'bandung', 'waktu', 'ppkm']",marzuki share drama alam passport bandung waktu ppkm,-4,0
2022-04-08 19:28:09,"['marzuki', 'poko', 'inti', 'juni', 'agustus', 'sabar', 'tunggu', 'bijak', 'ppkm', 'selesai']",marzuki poko inti juni agustus sabar tunggu bijak ppkm selesai,3,1
2022-04-08 04:43:15,"['marm', 'seok', 'dunia', 'tangan', 'pandemi', 'indonesia', 'ad']",marm seok dunia tangan pandemi indonesia ad,-5,0
2022-04-08 04:24:53,"['one', 'saing', 'aplikator', 'order', 'gofood', 'turun', 'tahun', 'bijak']",one saing aplikator order gofood turun tahun bijak,-3,0
2022-04-08 03:54:05,"['ramadan', 'mjakarta', 'terap', 'bijak', 'tumpang', 'batal', 'puasa']",ramadan mjakarta terap bijak tumpang batal puasa,-8,0
2022-04-08 03:51:35,"['ppkm', 'masker', 'lapis', 'jaga', 'jarak', 'improvisasi', 'bijak', 'absurd', 'milik', 'dasar', 'ilmi']",ppkm masker lapis jaga jarak improvisasi bijak absurd milik dasar ilmi,0,1
2022-04-08 01:14:08,"['', 'bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micr']", bijak gas rem komando pusat daerah terap ppkm micr,-7,0
2022-04-07 16:05:07,"['dana', 'hibah', 'umkm', 'gulung', 'tikar', 'bijak', 'batas', 'giat', 'pspb', 'ppkm', 'dan lain', 'picu', 'krisis', 'ek']",dana hibah umkm gulung tikar bijak batas giat pspb ppkm dan lain picu krisis ek,3,1
2022-04-07 16:02:58,"['bijak', 'ppkm', 'longgar', 'sektor', 'konsumer', 'kait', 'aktivitas', 'masyaraka']",bijak ppkm longgar sektor konsumer kait aktivitas masyaraka,3,1
2022-04-07 10:54:50,"['juang', 'murni', 'bela', 'rakyat', 'sulit', 'hidup', 'akibat', 'pandemi', 'covid', 'ppkm', 'darurat', 'bijak', 'pe']",juang murni bela rakyat sulit hidup akibat pandemi covid ppkm darurat bijak pe,-13,0
2022-04-07 07:19:00,"['kyknya', 'bijak', 'madam', 'pas', 'ppkm', 'tahun']",kyknya bijak madam pas ppkm tahun,2,1
2022-04-06 23:52:53,"['menkoo', 'bidang', 'ekonomi', 'hrt', 'bijak', 'gas', 'rem', 'komando', 'pusat']",menkoo bidang ekonomi hrt bijak gas rem komando pusat,-7,0
2022-04-06 15:23:06,"['oiya', 'perintah', 'ngeluarin', 'bijak', 'ppkm', 'kaji', 'anak', 'adpub', 'urg']",oiya perintah ngeluarin bijak ppkm kaji anak adpub urg,3,1
2022-04-06 13:07:32,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'management', 'leve']",bijak gas rem komando pusat daerah terap ppkm micro management leve,-7,0
2022-04-06 13:07:13,"['perhati', 'camat', 'rtrw', 'menko', 'ekonomi', 'hrt', 'perintah', 'me']",perhati camat rtrw menko ekonomi hrt perintah me,0,1
2022-04-06 13:06:58,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'langkah']",bijak gas rem komando pusat daerah terap ppkm langkah,-3,0
2022-04-06 09:17:48,"['bsu', 'sasar', 'pekerjaburuh', 'dampak', 'bijak', 'ppkm', 'level', 'milik', 'upah']",bsu sasar pekerjaburuh dampak bijak ppkm level milik upah,-5,0
2022-04-06 09:17:15,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap']",bijak gas rem komando pusat daerah terap,-7,0
2022-04-06 07:57:04,"['galagher', 'bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'man']",galagher bijak gas rem komando pusat daerah terap ppkm micro man,-8,0
2022-04-06 05:49:22,"['bijak', 'ppkm', 'jawa', 'bal']",bijak ppkm jawa bal,-1,0
2022-04-06 05:41:07,"['airlangga', 'perintah', 'putus', 'bijak', 'vaksinasi', 'dosis', 'booster', 'syarat', 'perj']",airlangga perintah putus bijak vaksinasi dosis booster syarat perj,-3,0
2022-04-06 04:41:28,"['ppkm', 'bukti', 'efektif', 'redam', 'sebar', 'wabah', 'global', 'covid', 'bijak', 'pe']",ppkm bukti efektif redam sebar wabah global covid bijak pe,-8,0
2022-04-06 04:37:46,"['batas', 'giat', 'masyarakat', 'ppkm', 'darurat', 'bijak', 'perintah', 'indonesia', 'tangan', 'pa']",batas giat masyarakat ppkm darurat bijak perintah indonesia tangan pa,-11,0
2022-04-06 03:51:41,"['habis', 'bijak', 'ppkm', 'ubah', 'sing', 'ketok', 'sukses']",habis bijak ppkm ubah sing ketok sukses,7,1
2022-04-06 02:05:58,"['dkijakarta', 'sobat', 'pmi', 'warga', 'ayo', 'himbauan', 'perintah', 'kait', 'ppkm', 'level', 'percaya', 'sobat', 'pmi']",dkijakarta sobat pmi warga ayo himbauan perintah kait ppkm level percaya sobat pmi,7,1
2022-04-06 01:42:24,"['', 'bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'ter']", bijak gas rem komando pusat daerah ter,-7,0
2022-04-06 01:18:01,"['ireng', 'bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'ma']",ireng bijak gas rem komando pusat daerah terap ppkm micro ma,-7,0
2022-04-06 00:14:35,"['wd', 'bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'manag']",wd bijak gas rem komando pusat daerah terap ppkm micro manag,-7,0
2022-04-06 00:13:22,"['hrt', 'peran', 'daerah', 'butuh', 'ekonomi', 'nasional', 'pulihstabil', 'bijak', 'gas', 'rem', 'koman']",hrt peran daerah butuh ekonomi nasional pulihstabil bijak gas rem koman,-15,0
2022-04-06 00:13:07,"['udien', 'bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'man']",udien bijak gas rem komando pusat daerah terap ppkm micro man,-8,0
2022-04-06 00:12:02,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'managem']",bijak gas rem komando pusat daerah terap ppkm micro managem,-7,0
2022-04-06 00:09:41,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'manage']",bijak gas rem komando pusat daerah terap ppkm micro manage,-7,0
2022-04-06 00:08:28,"['wd', 'bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'manage']",wd bijak gas rem komando pusat daerah terap ppkm micro manage,-7,0
2022-04-06 00:03:13,"['', 'bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro']", bijak gas rem komando pusat daerah terap ppkm micro,-7,0
2022-04-06 00:01:05,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'management']",bijak gas rem komando pusat daerah terap ppkm micro management,-7,0
2022-04-05 22:48:59,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah']",bijak gas rem komando pusat daerah,-7,0
2022-04-05 19:58:25,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'lang']",bijak gas rem komando pusat daerah terap ppkm lang,-7,0
2022-04-05 14:10:44,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'pp']",bijak gas rem komando pusat daerah terap pp,-7,0
2022-04-05 12:45:10,"['perintah', 'harap', 'terap', 'bijak', 'pengaruh', 'aktivitas', 'masyarakat']",perintah harap terap bijak pengaruh aktivitas masyarakat,0,1
2022-04-05 12:36:17,"['dumdum', 'ri', 'contoh', 'dukung', 'jokowi']",dumdum ri contoh dukung jokowi,4,1
2022-04-05 12:05:41,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'managemen']",bijak gas rem komando pusat daerah terap ppkm micro managemen,-7,0
2022-04-05 12:02:21,"['bijak', 'sesuai', 'arah', 'presiden', 'joko', 'widodo', 'rapat', 'batas', 'kait', 'evaluasi']",bijak sesuai arah presiden joko widodo rapat batas kait evaluasi,-2,0
2022-04-05 11:47:15,"['demo', 'tanggungtanggung', 'tuntut', 'hapus', 'mandatory', 'vaksin', 'bijak', 'masker', 'ppkm', 'lainlain']",demo tanggungtanggung tuntut hapus mandatory vaksin bijak masker ppkm lainlain,-10,0
2022-04-05 11:24:24,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro']",bijak gas rem komando pusat daerah terap ppkm micro,-7,0
2022-04-05 10:33:20,"['airlangga', 'perintah', 'putus', 'bijak', 'vaksinasi', 'dosis', 'booster', 'syarat', 'untu']",airlangga perintah putus bijak vaksinasi dosis booster syarat untu,-3,0
2022-04-05 08:47:57,"['situasi', 'pandemi', 'kendali', 'perintah', 'relaksasi', 'bijak', 'ppln', 'setkab', 'idnchannel']",situasi pandemi kendali perintah relaksasi bijak ppln setkab idnchannel,-6,0
2022-04-05 07:25:24,"['perhati', 'camat', 'rtrw', 'menko', 'ekonomi', 'hrt', 'perintah', 'suda']",perhati camat rtrw menko ekonomi hrt perintah suda,0,1
2022-04-05 06:37:18,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'manageme']",bijak gas rem komando pusat daerah terap ppkm micro manageme,-7,0
2022-04-05 06:25:38,"['hrt', 'peran', 'daerah', 'butuh', 'ekonomi', 'nasional', 'pulihstabil', 'bijak']",hrt peran daerah butuh ekonomi nasional pulihstabil bijak,-6,0
2022-04-05 06:06:19,"['ppkm', 'bijak', 'upaya', 'kendali', 'tahan', 'lonjak', 'covid']",ppkm bijak upaya kendali tahan lonjak covid,-5,0
2022-04-05 04:17:22,"['hrt', 'peran', 'daerah', 'butuh', 'ekonomi', 'nasional', 'pulihstabil', 'kebija']",hrt peran daerah butuh ekonomi nasional pulihstabil kebija,-5,0
2022-04-05 03:15:40,"['perintah', 'ppkm', 'pulau', 'jawa', 'bal', 'puasa', 'ramadan', 'bijak']",perintah ppkm pulau jawa bal puasa ramadan bijak,-3,0
2022-04-05 02:38:42,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'micro', 'ma']",bijak gas rem komando pusat daerah terap ppkm micro ma,-7,0
2022-04-05 02:27:15,"['perintah', 'bijak', 'ppkm', 'jakarta', 'wilayah', 'dki', 'jakarta', 'level', 'dasar', 'instru']",perintah bijak ppkm jakarta wilayah dki jakarta level dasar instru,-1,0
2022-04-05 01:47:56,"['wakil', 'gubernur', 'dki', 'jakarta', 'ahmad', 'riza', 'patria', 'harap', 'ppkm', 'jakarta', 'turun', 'level']",wakil gubernur dki jakarta ahmad riza patria harap ppkm jakarta turun level,-2,0
2022-04-05 01:45:26,"['ppkm', 'masker', 'lapis', 'jaga', 'jarak', 'improvisasi', 'bijak', 'absurd']",ppkm masker lapis jaga jarak improvisasi bijak absurd,-1,0
2022-04-04 23:57:44,"['ppkm', 'jawabali', 'kendati', 'kabupatenkota', 'wilayah', 'ppkm', 'level', 'perpanjan']",ppkm jawabali kendati kabupatenkota wilayah ppkm level perpanjan,-3,0
2022-04-04 23:25:56,"['bijak', 'gas', 'rem', 'komando', 'pusat', 'daerah', 'terap', 'ppkm', 'mic']",bijak gas rem komando pusat daerah terap ppkm mic,-7,0
